,en,,ja,,Type,Properties,Level,evalue,Fire,Water,Wind,Earth,Categories,Effect,Item Size,Equipped by,HP,MP,ATK,DEF,SPD,res f,res w,res wi,res e,Locations,Dropped by,index
slumber-incense,Slumber Incense,An incense said to put weak dragons to sleep. Stronger dragons will flee.,竜眠香,昔から、竜を眠らせると言われているお香。強い竜は香りが効く前に逃げてしまうらしい,Synthesis,"healing-up-plus-plus,fixed-healing-plus-plus,inherit-pp-7,time-type-plus,50-automatic",25,30,0,0,1,1,"smell,,,",,,",,,,,,,,,,",,,,,,,,,,,,316
einzel-steel,Einzel Steel,An extremely pure rare metal. It can reinforce an airship's hull.,アインツェル鋼,非常に純度が高い、希少価値の高い金属。飛行船の船体を補強するのに使われる,Synthesis,"defense-9,hp-15,mp-15,defense-9,parameters-10",30,25,1,1,1,1,"metal,,,",,,",,,,,,,,,,",,,,,,,,,,,,317
purify-bottle,Purify Bottle,A small bottle that contains much more water than it would appear to.,清浄の小瓶,圧縮されている水が入った小瓶。見た目よりもたくさんの水が入っている,Synthesis,"healing-up-plus,fixed-healing-plus,inherit-pp-5,number-bonus-plus,30-automatic",15,20,0,1,1,0,"sundry,mystery,,",,,",,,,,,,,,,",,,,,,,,,,,,318
fertilizer,Fertilizer,"Healthy, nutrient-rich soil. A plant raised in this will be very good.",濃縮栄養土,養分をたくさん含んだ土。これで作物を育てると、非常に良く育つらしい,Synthesis,"speed-6,inherit-pp-5,mp-10,consumption-15,all-stats-4",20,20,0,1,1,1,"clay,medic-ing,,",,,",,,,,,,,,,",,,,,,,,,,,,319
canned-food,Canned Food,A lightweight can used for food preservation.,主食保存缶,保存に向いた食料の詰まっている缶詰。荷物にならず、持ち歩くにも最適,Synthesis,"healing-up-plus-plus,fixed-healing-plus-plus,inherit-pp-7,time-type-plus,50-automatic",30,25,1,0,1,1,"food,mystery,elixir,",,,",,,,,,,,,,",,,,,,,,,,,,320
burning-spice,Burning Spice,An extremely spicy seasoning prized in the north and feared elsewhere.,情熱のスパイス,北国で重宝されている非常に辛い調味料。口に含むと、その情熱に身を焼かれる,Synthesis,"effect-up-plus,inherit-pp-5,frame-compress-plus,recycle-plus,count-compress-plus",15,20,1,0,1,0,"seasoning,medic-ing,,",,,",,,,,,,,,,",,,,,,,,,,,,321
flowing-metal,Flowing Metal,An extremely rare metal that is liquid at room temperature.,流れ動く金属,なぜか液体状になっている、非常に珍しい金属。間違っても口に入れてはいけない,Synthesis,"attack-power-6,inherit-pp-5,attack-power-9,skill-power-15,damage-absorb-plus",15,20,0,1,0,1,"metal,liquid,,",,,",,,,,,,,,,",,,,,,,,,,,,322
apple-jam,Apple Jam,Jam made from simmered apples. It's very sweet!,リンゴジャム,コトコト煮込んだリンゴのジャム。とても甘くて、どんな食材にも合う,Synthesis,"effect-up,inherit-pp-3,frame-compress,recycle,count-compress",5,20,0,1,0,0,"seasoning,food,,",,,",,,,,,,,,,",,,,,,,,,,,,323
heart-of-flame,Heart of Flame,An item that draws energy from the body. Wearing it makes one reckless.,灼熱の心臓,身につけると身体が熱くなりみなぎってくるという道具。結果、つい無茶をすることも,Synthesis,"inherit-pp-7,mp-15,all-stats-6,effect-up-plus-plus,spirit-slayer",31,35,1,0,0,1,"accessory,metal,meat,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,324
concealing-skin,Concealing Skin,A hood that changes color to match its surroundings.,かくれずきん,周囲の景色にあわせて色が変わるずきん。敵の目をくらませることが出来る,Synthesis,"speed-6,all-stats-4,inherit-pp-5,consumption-15,speed-9",24,35,0,1,1,0,"accessory,cloth,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,325
angel-ribbon,Angel Ribbon,A special ribbon that soaks up magic power from its surroundings.,エンゼルリボン,周囲にある自然界の魔力を集めることが出来るという特殊なリボン,Synthesis,"consumption-15,effect-up-plus,speed-6,mp-15,consumption-20",26,45,0,0,1,0,"accessory,string,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,326
glorious-note,Glorious Note,A charm with the power to take things from the enemy. Be careful.,栄光の手形,敵から物をかすめ取る力が身につくという護符。邪悪な道具でもあるので注意が必要,Synthesis,"inherit-pp-3,mp-10,all-stats-2,effect-up-plus,inherit-pp-5",17,35,0,0,0,1,"accessory,animal,clay,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,327
spirit-garland,Spirit Garland,A garland made with a variety of puissant flowers.,霊花のガーランド,様々な能力を持った花を編み込んで作った花冠。かわいいだけではない,Synthesis,"speed-3,all-stats-2,inherit-pp-3,consumption-10,speed-6",13,20,0,1,1,0,"accessory,plant,smell,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,328
seven-star-medal,Seven Star Medal,A medal with 7 big stars. It's said to gather 7 types of power for you.,七星のメダル,７つの巨大な星が描かれた光るメダル。７種類の力が身につくと言われている,Synthesis,"consumption-15,effect-up-plus-plus,speed-9,consumption-20,beast-slayer",34,30,1,1,1,0,"accessory,metal,mystery,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,329
treasure-grimoire,Treasure Grimoire,Required reading for any would-be treasure hunter.,探宝のグリモア,宝探しの知識やノウハウが書かれた本。トレジャーハンターにとって必須の一品,Synthesis,"speed-9,all-stats-6,inherit-pp-7,consumption-20,slag-slayer",36,25,1,1,1,1,"accessory,paper,book,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,330
gunade-ring,Gunade Ring,A metal ring crafted out of numerous mysterious parts.,グナーデリング,不思議な組み合わせ方で複数のパーツが合体している金属製の指輪,Synthesis,"speed-6,all-stats-4,inherit-pp-5,consumption-15,speed-9",23,45,0,0,0,1,"accessory,metal,mystery,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,331
beast-earmuffs,Beast Earmuffs,Fuzzy earmuffs. It greatly reduces sound from the surroundings.,獣の耳あて,毛深い耳当て。周囲の音を大幅に遮断出来る,Synthesis,"consumption-10,effect-up,speed-3,mp-10,consumption-15",18,40,0,0,1,0,"accessory,skin,string,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,332
exceed-belt,Exceed Belt,"A leather belt that puts pressure on the body, keeping it strong.",イクシードベルト,身体に巻くと、身が引き締まり、力がみなぎってくる革のベルト,Synthesis,"consumption-15,effect-up-plus,speed-6,mp-15,consumption-20",22,30,0,0,1,1,"accessory,skin,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,333
phoenix-bracelet,Phoenix Bracelet,Simply wearing this bracelet fills the body with strength.,不死鳥の腕輪,腕につけるだけで、その名の通り、無限に体力が湧いてくる力を持った腕輪,Synthesis,"inherit-pp-7,mp-15,all-stats-6,effect-up-plus-plus,spirit-slayer",39,35,1,0,1,1,"accessory,metal,elixir,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",0,0,0,0,0,0,0,0,0,,,334
soul-binder,Soul Binder,"A chain said to bind the spirit. It doesn't really do that, though.",魂縛のチェイン,魂を縛るという鎖型の装飾品。実際に縛られることはないが、身体に変化は起こる,Synthesis,"consumption-15,effect-up-plus-plus,speed-9,consumption-20,beast-slayer",38,30,1,1,1,0,"accessory,metal,mystery,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",0,0,0,0,0,0,0,0,0,,,335
glass-tiara,Glass Tiara,"A glass headdress. It's very classy, but fragile as a hat made of glass.",ガラスのティアラ,ガラスで作られた頭飾り。高級感があるが、ガラスなので壊れやすいのが欠点,Synthesis,"consumption-10,effect-up,speed-3,mp-10,consumption-15",14,20,0,1,0,1,"accessory,synthesis,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",0,0,0,0,0,0,0,0,0,,,336
feather-ornament,Feather Ornament,A stylish ornament made with a large feather. It can be used many places.,羽根飾り,大きな鳥の羽根を加工して作ったおしゃれな飾り。汎用性が高く色々な場所に使える,Synthesis,"inherit-pp-3,mp-10,all-stats-2,effect-up-plus,inherit-pp-5",19,40,0,0,1,0,"accessory,string,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",0,0,0,0,0,0,0,0,0,,,337
leather-gloves,Leather Gloves,"Strong gloves made from animal pelts. They're warm and look snazzy, too.",レザーグローブ,毛皮でくるまれた丈夫な手袋。使えば温かく、見た目も良いという一品だ,Synthesis,"speed-3,all-stats-2,inherit-pp-3,consumption-10,speed-6",9,25,0,0,0,1,"accessory,skin,cloth,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",0,0,0,0,0,0,0,0,0,,,338
blessed-ring,Blessed Ring,A ring blessed with strength. It's unknown who blessed it.,ブレスドリング,祝福された力が込められている指輪。しかし誰に祝福されたのかは分からない,Synthesis,"speed-9,all-stats-6,inherit-pp-7,consumption-20,slag-slayer",37,25,1,1,1,1,"accessory,metal,mystery,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,339
dusk-talisman,Dusk Talisman,A talisman made from the shiniest parts of an Aurora Stone.,黄昏の魔除け,オーロラストーンの特に輝く部分のみを使って作られた魔除け。様々な願いを叶える,Synthesis,"inherit-pp-5,mp-10,all-stats-4,effect-up-plus,inherit-pp-7",28,20,1,1,0,1,"accessory,jewel,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,340
magic-stone,Magic Stone,A charm bracelet made of many tiny magical rocks chained together.,魔石の円環,魔力を持った小さな石をつなげたもの。出来によって効果も大きく変わる,Synthesis,"consumption-15,effect-up-plus,speed-6,mp-15,consumption-20",29,20,1,0,1,1,"accessory,jewel,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,341
crystal-ring,Crystal Ring,A transparent ring carved from crystal. It's always cool.,水晶の指輪,水晶を削って作られた透明の指輪。常にひんやりしている,Synthesis,"inherit-pp-3,mp-10,all-stats-2,effect-up-plus,inherit-pp-5",17,15,0,1,1,1,"accessory,jewel,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,342
aroma-pouch,Aroma Pouch,A pouch filled with fragrant herbs. The smell drives foes away.,アロマポーチ,いい香りのハーブを入れてあるポーチ。香りを楽しむが、この香りが苦手な魔物も…,Synthesis,"consumption-10,effect-up,speed-3,mp-10,consumption-15",14,30,0,0,1,0,"accessory,cloth,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,343
royal-crest,Royal Crest,The crest used by a royal family who used to live in the region.,王家の紋章,かつて近隣の地域にあったという王家で使われていた紋章。カッコイイデザインだ,Synthesis,"consumption-15,effect-up-plus-plus,speed-9,consumption-20,beast-slayer",31,20,1,1,1,1,"accessory,metal,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,344
dark-night-cape,Dark Night Cape,A jet-black cape that covers the whole body. It's quite stealthy.,闇夜のマント,全身をくるむような大きさの漆黒のマント。夜これを身につければ闇に溶け込めるだろう,Synthesis,"speed-3,all-stats-2,inherit-pp-3,consumption-10,speed-6",14,20,0,0,1,1,"accessory,cloth,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,345
acrobatic-armor,Acrobatic Armor,Lightweight shoes that grip the ground well.,軽業師の具足,とても軽く履き心地のいい靴。しっかりと地面をとらえるために材質もこだわっている,Synthesis,"inherit-pp-3,mp-10,all-stats-2,effect-up-plus,inherit-pp-5",18,40,0,0,1,0,"accessory,string,,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,346
tarot-of-fate,Tarot of Fate,Highly accurate fortune-telling cards. You may regret using them.,運命のタロット,占った結果の的中率がとても高いタロット。占わなければ良かった、などということも,Synthesis,"speed-6,all-stats-4,inherit-pp-5,consumption-15,speed-9",21,30,0,0,1,1,"accessory,paper,fuel,mystery",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,347
brother-call,Brother Call,"A pair of bells. When one rings, so does the other.",ブラザーコール,片方が鳴ると、もう片方も鳴るという、対になった鈴。男女で持つことが多いようだ,Synthesis,"inherit-pp-7,mp-15,all-stats-6,effect-up-plus-plus,spirit-slayer",34,40,0,1,0,1,"accessory,clay,ore,",,,"escha,logy,awin,threia,reyfer,lucille,linca,wilbell,micie,katla,nio",,,,,,,,,,,,348
hand-wound-thread,Hand-Wound Thread,Woven string spun from many types of thread. Thick and lumpy but warm.,手巻きの糸,様々な糸素材を集め手つむぎで巻いた糸。全体的に太く不格好だが温かみがある,Synthesis,,1,10,0,0,1,0,"string,,,",,,",,,,,,,,,,",,,,,,,,,,,,349
colseit-fiber,Colseit Fiber,Thin thread commonly used in Colseit.,コルセイト繊維,コルセイトで一般的に使われている、目の細かい糸,Synthesis,"defense-3,hp-5,mp-5,defense-6,parameters-5",6,20,0,0,0,1,"cloth,string,,",,,",,,,,,,,,,",,,,,,,,,,,,350
white-neutralizer,White Neutralizer,A white chemical used to neutralize difficult Syntheses.,白の中和剤,中和剤の中でも特に難しい調合をする時に使う薬品。全体的に白く濁っている,Synthesis,"destruction-up-plus,healing-up-plus,critical-plus,effect-up-plus-plus,frame-compress",18,25,1,0,1,0,"supplement,,,",,,",,,,,,,,,,",,,,,,,,,,,,351
black-neutralizer,Black Neutralizer,A black chemical used to neutralize difficult Syntheses.,黒の中和剤,中和剤の中でも特に難しい調合をする時に使う薬品。真っ黒く、中和剤には見えない,Synthesis,"effect-up-plus,inherit-pp-5,frame-compress-plus,recycle-plus,count-compress-plus",16,20,0,1,0,1,"supplement,,,",,,",,,,,,,,,,",,,,,,,,,,,,352
sp-neutralizer,SP Neutralizer,A neutralizing liquid filled with small reflective particles.,虹色の中和剤,細かい粒子が光を反射してキラキラと虹色に光っている中和剤。中和剤には見えない,Synthesis,"destruction-up-plus-plus,healing-up-plus-plus,critical-plus-plus,effect-up-plus-plus,frame-compress-plus",30,20,1,1,1,1,"supplement,,,",,,",,,,,,,,,,",,,,,,,,,,,,353
white-powder,White Powder,White powder that explodes when misused. It's also rather tasty.,白いパウダー,使い方を誤ると爆発する真っ白い粉。実は調味料としても使える食材でもある,Synthesis,"power-throw-plus,inherit-pp-5,quick-use-plus,enhance-wt-plus,destruction-up-plus-plus",33,25,1,0,1,1,"gunpowder,seasoning,,",,,",,,,,,,,,,",,,,,,,,,,,,354
rainbow-powder,Rainbow Powder,Flammable powder filled with random colors. It can be used for medicine.,七色パウダー,七色と言うより様々な色が混ざっている粉。薬の材料になるが、よく燃えて危険,Synthesis,"destruction-up-plus-plus,fixed-increase-plus-plus,inherit-pp-7,critical-plus-plus,number-bonus-plus",35,25,1,1,1,1,"gunpowder,medic-ing,,",,,",,,,,,,,,,",,,,,,,,,,,,355
metal-chips,Metal Chips,"A scrap of hard metal. It can be melted down, among other things.",鉄鋼チップ,硬い金属の破片。溶かして再利用するなど、使い道は色々ありそうだ,Synthesis,"attack-power-3,inherit-pp-3,attack-power-6,skill-power-10,damage-absorb",21,30,1,0,0,1,"metal,ore,,",,,",,,,,,,,,,",,,,,,,,,,,,356
golt-board,Golt Board,A metal plate with a golden glow. Many people want it just for that.,ゴルトボード,金色に光り輝く金属板。見た目の美しさから欲しがる人も多い,Synthesis,"attack-power-9,inherit-pp-7,frame-reinforce-plus,skill-power-20,damage-absorb-plus-plus",40,35,1,0,1,1,"metal,,,",,,",,,,,,,,,,",,,,,,,,,,,,357
various-scraps,Various Scraps,"A number of cloth scraps, without much else to them.",よろずの切れ端,色々な布の切れ端。細かくされているため元が何に使われていた布なのかは分からない,Synthesis,"defense-6,hp-10,mp-10,defense-9,parameters-7",22,30,0,0,1,1,"cloth,,,",,,",,,,,,,,,,",,,,,,,,,,,,358
ancient-water,Ancient Water,The same water that was taken from the undisturbed lake.,太古の水,長い間誰も踏み入れていない地底湖などで採れる水と同じ成分のもの,Synthesis,,17,25,1,1,0,0,"liquid,medic-ing,mystery,supplement",,,",,,,,,,,,,",,,,,,,,,,,,359
fire-lord-tears,Fire Lord Tears,Flammable water. Some say it was blessed by the Fire Lord.,炎王のしずく,燃える水。あまりによく燃えるため、炎の王が宿っているとまで言われている,Synthesis,,22,45,1,0,0,0,"liquid,oil,fuel,supplement",,,",,,,,,,,,,",,,,,,,,,,,,360
aroma-materia,Aroma Materia,A special catalyst used in advanced alchemy. It can be mixed and melted.,アロママテリア,高度な錬金術に使う特殊な触媒。混ぜたり溶かしたりもする,Synthesis,,31,20,1,1,1,1,"smell,ore,jewel,synthesis",,,",,,,,,,,,,",,,,,,,,,,,,361
fried-paper,Fried Paper,"Thin paper, soaked in oil and lightly toasted. It can be used as wrapping.",油焼きの薄紙,油を染みこませ、軽くあぶって引き締めた、とても薄い紙。物を包むのにも適している,Synthesis,,16,20,1,0,0,1,"paper,fuel,oil,gunpowder",,,",,,,,,,,,,",,,,,,,,,,,,362
gold-thread,Gold Thread,A gold-colored thread brought to this region long ago by nomads.,古き民の金糸,大昔、この地方を訪れた遊牧民たちが残していったとされる金色の糸,Synthesis,,35,30,0,1,1,1,"string,smell,animal,natural",,,",,,,,,,,,,",,,,,,,,,,,,363
primo-medicine,Primo. Medicine,An unknown formula that was used as a basis for medicine since long ago.,原初の薬種,製法は分からないが前時代よりさらに以前からあるらしい、古い薬のもと,Synthesis,,40,35,1,1,1,0,"medic-ing,medicine,elixir,plant",,,",,,,,,,,,,",,,,,,,,,,,,364
med-foundation,Med Foundation,This medicine base can also be used to create seasonings or oil.,古薬のもと,古い薬のもとだが、どちらかといえば調味料や油として使うことが多い,Synthesis,,15,35,0,0,0,1,"medic-ing,oil,seasoning,elixir",,,",,,,,,,,,,",,,,,,,,,,,,365
old-stone,Old Stone,"An ancient stone. It has metallic properties, but hasn't eroded.",オールドストーン,相当昔に加工されたはずの石。金属質でもあり、長い時間でも全く姿形が変わらない,Synthesis,,20,30,1,0,0,1,"metal,ore,clay,lumber",,,",,,,,,,,,,",,,,,,,,,,,,366
ether-cloth,Ether Cloth,A large piece of cloth that saw use in the past age. It's very strong.,エーテル織布,前時代に一部地域で使われていたらしい大きめの布。目が細かく丁寧な作りだ,Synthesis,,28,30,0,0,1,1,"cloth,string,skin,mystery",,,",,,,,,,,,,",,,,,,,,,,,,367
elaborate-screw,Elaborate Screw,A hard screw made through a special manufacturing process.,精巧なねじ,特殊な製法で作る、精巧に出来ている硬いねじ。いつ作られたのかは不明だ,Synthesis,,30,50,0,0,0,1,"antique,metal,mystery,ancient-power",,,",,,,,,,,,,",,,,,,,,,,,,368
traditional-staff,Traditional Staff,A common staff from Colseit with a little visual flair.,伝統的な杖,コルセイトで一般に使われている杖に多少のおしゃれを施したもの。普通の杖,Equipment,"attack-power-3,skill-power-10,attack-power-6,poison,sharpness-boost",1,10,0,0,0,1,"w-staff,lumber,,",,,"escha,,,,,,,,,,",0,0,5,0,0,0,0,0,0,,,369
golden-wing-staff,Golden Wing Staff,"A staff with golden wings. It looks great, but it's just a staff.",金の翼の杖,金色の翼の形をした飾りが付けられている杖。見た目はステキだが普通の杖,Equipment,"attack-power-3,skill-power-10,inherit-pp-3,add-wt-delay,sharpness-boost",8,20,1,0,0,0,"w-staff,metal,,",,,"escha,,,,,,,,,,",0,0,12,0,0,0,0,0,0,,,370
feather-staff,Feather Staff,"A large, stylish staff adorned with large feathers.",羽根飾りの杖,普通より一回り大きな羽根飾りがついた、おしゃれな杖。杖自体も大きい,Equipment,"skill-power-10,attack-power-6,skill-power-15,damage-absorb,explosive-boost",15,20,0,0,1,1,"w-staff,lumber,,",,,"escha,,,,,,,,,,",0,0,19,0,10,0,0,0,0,,,371
sky-alchemy-staff,Sky Alchemy Staff,"A staff rumored to carry its wielder into the sky, a dream of many.",空の錬金術の杖,持つ者を空へ運ぶと言われている杖。かつて多くの錬金術士が空の夢へ挑んだ,Equipment,"skill-power-10,attack-power-6,inherit-pp-5,fire-damage,explosive-boost",25,20,1,0,1,1,"w-staff,metal,,",,,"escha,,,,,,,,,,",15,0,29,7,0,0,0,0,0,,,372
lifetree-staff,Lifetree Staff,A mysterious staff with a plant's life force. It heals when broken.,若き生命の樹の杖,植物の生命が宿っている、不思議な杖。非常に硬く、何度折れても再生する,Equipment,"attack-power-9,skill-power-10,inherit-pp-7,damage-absorb-plus,aggression-boost",35,25,1,1,1,1,"w-staff,lumber,,",,,"escha,,,,,,,,,,",30,30,42,10,10,10,10,10,10,,,373
phantom-saber,Phantom Saber,An alchemic sword designed in Central City. It draws on power.,ファントムセイバー,中央で研究されている錬金剣。錬金術の道具の持つ能力を作用させる力がある,Equipment,"attack-power-3,skill-power-10,attack-power-6,add-wt-delay,sharpness-boost",2,10,0,0,1,0,"w-alch-sword,metal,,",,,",logy,,,,,,,,,",0,0,8,0,0,0,0,0,0,,,374
glass-shaker,Glass Shaker,An alchemic sword with a shining edge. It is strong but not as useful.,グラスシェイカー,切っ先が鋭く輝いている錬金剣。性能は高いが、錬金術の能力は活かしきれない,Equipment,"attack-power-3,skill-power-10,attack-power-6,weakness,sharpness-boost",10,20,1,0,0,0,"w-alch-sword,jewel,,",,,",logy,,,,,,,,,",0,0,16,0,0,0,0,0,0,,,375
black-wing-veil,Black Wing Veil,An alchemic sword that is lighter than it appears.,黒翼のヴェール,装飾の施された錬金剣。見た目よりも軽く、安定した出力で錬金術を扱える,Equipment,"skill-power-10,attack-power-6,inherit-pp-5,fire-damage,explosive-boost",17,20,0,0,1,1,"w-alch-sword,metal,,",,,",logy,,,,,,,,,",0,10,25,0,0,0,0,0,0,,,376
crystal-fang,Crystal Fang,A highly efficient alchemic sword with crystal parts.,クリスタファング,一部が結晶で出来ている、能力の還元率が高い錬金剣。出力が高いため扱いにくい,Equipment,"skill-power-10,skill-power-15,attack-power-6,water-damage,explosive-boost",27,30,0,1,1,0,"w-alch-sword,jewel,,",,,",logy,,,,,,,,,",0,10,37,5,5,0,0,0,0,,,377
proto-phantom,Proto Phantom,"The pinnacle of alchemic sword technology, strong and reliable.",プロト・ファントム,技術の塊とも言える、非常に高度な錬金剣。出力が非常に高いが、安定した性能を持つ,Equipment,"attack-power-9,inherit-pp-7,skill-power-20,slag-slayer,aggression-boost",38,30,1,1,1,0,"w-alch-sword,metal,,",,,",logy,,,,,,,,,",0,0,53,0,25,20,20,20,0,,,378
sledge-head,Sledge Head,"Awin's favorite hammer, with a huge lump of metal on the end.",スレッジヘッド,重い金属の頭部がついた、アウィンが愛用している巨大なハンマー,Equipment,"attack-power-3,skill-power-10,attack-power-6,weakness,sharpness-boost",1,10,0,0,0,1,"w-hammer,metal,,",,,",,awin,,,,,,,,",0,0,7,0,0,0,0,0,0,,,379
graviton-gale,Graviton Gale,An extremely heavy hammer. It's difficult to use.,グラビトンゲイル,重量のある、非常に大きなハンマー。とにかく重く、あまり扱いやすくはない,Equipment,"attack-power-3,attack-power-6,skill-power-10,blindness,sharpness-boost",8,20,0,0,0,1,"w-hammer,metal,,",,,",,awin,,,,,,,,",0,0,13,0,0,0,0,0,0,,,380
mjolnir,Mjolnir,A remodeled hammer with internal mechanisms for extra oomph.,トールハンマー,改造がほどこされたハンマー。内蔵された機構は、創意工夫の塊で扱いにくい,Equipment,"skill-power-10,skill-power-15,attack-power-6,water-damage,explosive-boost",15,20,0,0,1,1,"w-hammer,metal,,",,,",,awin,,,,,,,,",0,0,21,0,10,0,0,30,0,,,381
soul-breaker,Soul Breaker,"A remade hammer that can crush anything, but with no safeties.",ソルブレイカー,何物をも打ち砕く、改造されたハンマー。ただし、安全性は考慮されていない,Equipment,"skill-power-10,inherit-pp-5,skill-power-15,earth-damage,explosive-boost",25,30,1,0,1,0,"w-hammer,metal,,",,,",,awin,,,,,,,,",15,0,32,10,0,0,0,0,0,,,382
brave-bunker,Brave Bunker,Wielding this wholly hazardous hammer is a test of courage.,ブレイブバンカー,安全性は、どこに忘れ去られたのだろうか。これを手にする者は、常に勇気を試される,Equipment,"attack-power-9,skill-power-20,inherit-pp-7,beast-slayer,aggression-boost",35,30,1,0,1,1,"w-hammer,metal,,",,,",,awin,,,,,,,,",0,25,46,0,0,0,0,25,25,,,383
ruby-talisman,Ruby Talisman,An earring with a red gem. Some sort of technology is trapped within it.,紅玉のタリズ,赤い宝石のイヤリング。一見ただの装飾品に見えるが、謎の技術が内蔵されている,Equipment,"attack-power-3,attack-power-6,skill-power-10,blindness,sharpness-boost",3,10,1,0,0,0,"w-accessory,jewel,,",,,",,,threia,,,,,,,",0,0,8,0,0,0,0,0,0,,,384
aqua-talisman,Aqua Talisman,An earring with a red gem. Some sort of technology is trapped within it.,水滴のタリズ,不思議な輝きを放つきれいなイヤリング。大人っぽい雰囲気を持っている,Equipment,"attack-power-3,skill-power-10,inherit-pp-3,slow,sharpness-boost",11,20,0,1,0,0,"w-accessory,jewel,,",,,",,,threia,,,,,,,",0,0,14,0,0,0,0,0,0,,,385
magic-talisman,Magic Talisman,Ancient knowledge is hidden within the construction of this earring.,魔鉱石のタリズ,特殊な鉱石で作られたイヤリング。その輝きの中には、古代の知恵が隠されている,Equipment,"skill-power-10,inherit-pp-5,skill-power-15,earth-damage,explosive-boost",18,35,0,0,0,1,"w-accessory,ore,,",,,",,,threia,,,,,,,",0,15,22,0,0,0,0,0,0,,,386
wind-talisman,Wind Talisman,Ancient knowledge is hidden within the construction of this earring.,風のタリズ,身に着けた者に風を運ぶという古い伝承のあるイヤリング。価値のある装飾品,Equipment,"skill-power-10,attack-power-6,inherit-pp-5,wind-damage,explosive-boost",26,40,0,0,1,0,"w-accessory,jewel,,",,,",,,threia,,,,,,,",0,0,33,0,20,0,0,0,0,,,387
holy-talisman,Holy Talisman,A legend says that those who wear this earring are aided by the wind.,聖涙のタリズ,失われた古代の知恵を秘めたイヤリング。現在の技術で、それを再現するのは難しい,Equipment,"attack-power-9,skill-power-10,skill-power-20,spirit-slayer,aggression-boost",37,25,1,1,1,1,"w-accessory,jewel,mystery,",,,",,,threia,,,,,,,",0,25,47,0,0,25,25,25,25,,,388
scattershot,Scattershot,A large break-loading gunthat can fire specialammunition.,シングルスカット,中折れ式の大型銃。破壊力に優れる。特殊な弾丸を使うことが出来る,Equipment,"attack-power-3,skill-power-10,inherit-pp-3,slow,sharpness-boost",1,10,1,0,0,0,"w-gun,gunpowder,,",,,",,,,reyfer,,,,,,",0,0,11,0,0,0,0,0,0,,,389
silver-arm,Silver Arm,A gun that loads one round at a time. It takes time to charge up.,白銀のアーム,一発ずつ弾丸をこめる中折れ式の銃。弾の装填に時間がかかるが、威力も高い,Equipment,"attack-power-3,skill-power-10,attack-power-6,poison,sharpness-boost",8,20,1,0,0,0,"w-gun,gunpowder,,",,,",,,,reyfer,,,,,,",0,0,17,0,0,0,0,0,0,,,390
red-starter,Red Starter,A gun that loads one round at a time. It takes time to charge up.,レッドスターター,弾丸を装填する機構に改良がほどこされた大型銃。素早い弾の装填が可能,Equipment,"skill-power-10,attack-power-6,inherit-pp-5,wind-damage,explosive-boost",15,35,1,0,0,0,"w-gun,gunpowder,,",,,",,,,reyfer,,,,,,",0,0,26,5,0,20,0,0,0,,,391
